lon,lat,cakile.edentula_AllData_Full logistic values
-57.75,51.62,0.069364674
-57.25,51.62,0.33886495
-56.75,51.62,0.39698777
-80.75,51.12,1.8530833E-5
-80.25,51.12,2.657695E-5
-79.75,51.12,2.7766473E-5
-79.25,51.12,2.306592E-5
-78.75,51.12,2.3949206E-5
-78.25,51.12,2.606332E-5
-77.75,51.12,3.23539E-5
-77.25,51.12,6.89699E-5
-76.75,51.12,3.6635316E-5
-76.25,51.12,1.7335535E-4
-74.25,51.12,2.014272E-4
-73.75,51.12,1.4642125E-4
-72.25,51.12,3.180841E-4
-71.75,51.12,4.8442365E-4
-71.25,51.12,4.2147114E-4
-70.75,51.12,1.7751115E-4
-70.25,51.12,0.001243364
-69.75,51.12,9.474571E-4
-69.25,51.12,7.9505856E-4
-68.25,51.12,0.0018448854
-67.75,51.12,0.0010058777
-67.25,51.12,2.4590726E-4
-66.25,51.12,2.2734626E-4
-65.75,51.12,8.4615184E-4
-65.25,51.12,0.0014026426
-64.75,51.12,6.506988E-5
-64.25,51.12,1.6494637E-4
-63.75,51.12,2.0835662E-4
-63.25,51.12,2.3079984E-4
-62.75,51.12,6.732455E-4
-62.25,51.12,7.3644886E-4
-61.75,51.12,0.0030250566
-61.25,51.12,0.0019647137
-60.75,51.12,0.0049703056
-60.25,51.12,0.012773003
-59.75,51.12,0.08169104
-59.25,51.12,0.024912946
-58.75,51.12,0.03240454
-56.75,51.12,0.039742146
-56.25,51.12,0.045557078
-55.75,51.12,0.062982686
-82.25,50.62,1.135009E-4
-81.75,50.62,1.7450309E-4
-81.25,50.62,1.09852735E-4
-80.75,50.62,2.9248393E-5
-80.25,50.62,1.8588255E-5
-79.75,50.62,2.0618929E-5
-79.25,50.62,1.6826416E-5
-78.75,50.62,6.5414706E-6
-78.25,50.62,7.383625E-5
-77.75,50.62,6.3884625E-5
-77.25,50.62,8.7598484E-5
-76.75,50.62,1.0779048E-4
-76.25,50.62,1.0682794E-4
-75.75,50.62,4.3789903E-4
-75.25,50.62,4.9689057E-4
-74.75,50.62,5.4683076E-4
-74.25,50.62,6.831058E-5
-73.75,50.62,7.706582E-5
-73.25,50.62,9.718215E-5
-72.75,50.62,4.5005063E-4
-72.25,50.62,2.221156E-4
-71.75,50.62,3.6997153E-4
-71.25,50.62,2.4286422E-4
-70.75,50.62,4.4685166E-4
-70.25,50.62,4.675693E-4
-69.75,50.62,4.839705E-4
-69.25,50.62,8.7378855E-4
-68.75,50.62,0.0011190053
-68.25,50.62,0.0026027253
-67.75,50.62,0.002571727
-67.25,50.62,0.002366311
-66.75,50.62,0.001369031
-66.25,50.62,0.0025026626
-65.75,50.62,9.895372E-4
-65.25,50.62,0.0020778903
-64.75,50.62,0.0020514093
-64.25,50.62,3.7684097E-4
-62.75,50.62,0.0060178293
-62.25,50.62,0.024208065
-61.75,50.62,0.12550008
-61.25,50.62,0.3388478
-60.25,50.62,0.06601577
-59.75,50.62,0.106071144
-57.25,50.62,0.3348264
-56.75,50.62,0.08863745
-56.25,50.62,0.12449088
-84.25,50.12,1.908076E-4
-83.75,50.12,2.2921023E-4
-83.25,50.12,7.637587E-4
-82.75,50.12,2.8106105E-4
-82.25,50.12,4.276027E-4
-81.75,50.12,2.6811054E-4
-81.25,50.12,4.4911908E-4
-80.75,50.12,9.816375E-5
-80.25,50.12,3.33686E-5
-79.75,50.12,2.2992745E-5
-79.25,50.12,1.3693193E-5
-78.75,50.12,1.578441E-5
-78.25,50.12,1.734072E-5
-77.75,50.12,8.810849E-5
-76.75,50.12,2.5899912E-4
-76.25,50.12,3.004918E-4
-75.75,50.12,7.3597906E-4
-75.25,50.12,8.5108954E-4
-74.75,50.12,8.697101E-4
-74.25,50.12,1.19525575E-4
-73.25,50.12,9.756618E-5
-72.75,50.12,8.738486E-5
-72.25,50.12,7.927053E-5
-71.75,50.12,6.1387334E-5
-71.25,50.12,5.198009E-5
-70.75,50.12,7.491978E-5
-70.25,50.12,1.9634173E-4
-69.75,50.12,2.3572285E-5
-69.25,50.12,5.040103E-4
-68.75,50.12,0.0024919808
-68.25,50.12,0.0034677545
-67.75,50.12,0.004331372
-67.25,50.12,0.009457515
-66.25,50.12,0.507133
-65.75,50.12,0.33000606
-65.25,50.12,0.31589484
-64.75,50.12,0.3212619
-63.75,50.12,0.55025244
-62.75,50.12,0.2587281
-62.25,50.12,0.2869034
-61.75,50.12,0.2950479
-60.75,50.12,0.03626494
-60.25,50.12,0.0381996
-59.75,50.12,0.084887065
-57.25,50.12,0.17093688
-56.75,50.12,0.13162395
-85.75,49.62,2.417724E-4
-85.25,49.62,3.451372E-4
-84.75,49.62,7.806801E-5
-83.75,49.62,8.0549356E-4
-82.75,49.62,6.456007E-4
-82.25,49.62,0.007848828
-81.75,49.62,0.004138295
-81.25,49.62,9.872748E-4
-80.75,49.62,4.7782002E-4
-80.25,49.62,7.388355E-5
-79.75,49.62,1.6016435E-4
-79.25,49.62,4.476612E-5
-78.75,49.62,8.15713E-6
-78.25,49.62,1.0439099E-5
-77.75,49.62,1.5828303E-4
-77.25,49.62,0.0014125787
-76.25,49.62,0.0011040644
-75.75,49.62,0.0010876943
-75.25,49.62,0.0072666677
-74.75,49.62,0.016708208
-74.25,49.62,6.44282E-4
-73.75,49.62,5.2050094E-4
-73.25,49.62,5.5481965E-4
-72.75,49.62,1.9179407E-4
-72.25,49.62,0.0026984017
-71.75,49.62,1.7069952E-4
-71.25,49.62,1.3129285E-4
-70.75,49.62,2.2279022E-4
-70.25,49.62,6.894353E-5
-69.75,49.62,3.2176878E-4
-69.25,49.62,8.413714E-4
-68.75,49.62,0.0033048121
-68.25,49.62,0.03916145
-67.75,49.62,0.025572766
-67.25,49.62,0.5456911
-64.25,49.62,0.056862347
-63.75,49.62,0.11738471
-63.25,49.62,0.23623039
-57.75,49.62,0.33265048
-57.25,49.62,0.164973
-87.75,49.12,2.7839807E-4
-86.75,49.12,9.815947E-4
-86.25,49.12,5.7936937E-4
-85.75,49.12,0.0051186704
-85.25,49.12,8.2659906E-5
-84.75,49.12,2.6897153E-5
-84.25,49.12,6.634592E-5
-83.75,49.12,9.933245E-5
-83.25,49.12,2.1733761E-4
-82.75,49.12,2.0424064E-4
-82.25,49.12,0.019996727
-81.75,49.12,0.0025372584
-81.25,49.12,0.0019127771
-80.75,49.12,0.0014241714
-80.25,49.12,2.5190157E-4
-79.75,49.12,2.5689384E-4
-79.25,49.12,1.0009623E-4
-78.75,49.12,3.9026956E-5
-78.25,49.12,2.9099521E-5
-77.75,49.12,1.6279334E-4
-77.25,49.12,0.006090837
-76.75,49.12,0.018029468
-76.25,49.12,0.006530465
-75.75,49.12,0.0035865398
-75.25,49.12,0.002697242
-74.75,49.12,0.014095395
-74.25,49.12,0.002121768
-73.75,49.12,0.0017951841
-73.25,49.12,0.0012249183
-72.75,49.12,6.402018E-4
-72.25,49.12,0.0036385409
-71.75,49.12,0.0017438598
-71.25,49.12,2.216138E-4
-70.25,49.12,2.1201726E-4
-69.75,49.12,0.002629026
-69.25,49.12,0.017493084
-68.75,49.12,0.12834233
-68.25,49.12,0.391166
-65.25,49.12,0.44070622
-62.75,49.12,0.13347384
-62.25,49.12,0.21806262
-61.75,49.12,0.08467199
-57.75,49.12,0.20554462
-57.25,49.12,0.24420857
-56.75,49.12,0.31864205
-56.25,49.12,0.13878334
-55.75,49.12,0.08132678
-55.25,49.12,0.36791298
-54.75,49.12,0.17909607
-54.25,49.12,0.15064582
-53.75,49.12,0.09701602
-89.25,48.62,2.0532755E-4
-88.75,48.62,1.2434692E-4
-88.25,48.62,4.6744428E-4
-85.75,48.62,7.1722537E-4
-85.25,48.62,6.4545893E-4
-84.75,48.62,6.0235903E-5
-84.25,48.62,1.8985971E-4
-83.75,48.62,1.130681E-4
-83.25,48.62,1.1169223E-4
-82.75,48.62,5.479832E-4
-82.25,48.62,4.5362633E-4
-81.75,48.62,6.699438E-4
-81.25,48.62,1.3903002E-4
-80.75,48.62,0.001999541
-80.25,48.62,6.5089227E-4
-79.75,48.62,0.0064594946
-78.75,48.62,0.0013394111
-78.25,48.62,2.7985396E-4
-77.75,48.62,0.008144864
-77.25,48.62,0.0021973096
-76.25,48.62,0.0030254417
-75.75,48.62,0.001119789
-75.25,48.62,0.0026065004
-74.25,48.62,0.0040380885
-73.75,48.62,1.6220988E-4
-73.25,48.62,7.170513E-5
-72.75,48.62,0.0037949176
-71.75,48.62,2.2177129E-4
-71.25,48.62,5.2197184E-4
-70.75,48.62,5.14722E-4
-70.25,48.62,0.0011428549
-69.75,48.62,0.019822877
-69.25,48.62,0.5243277
-67.25,48.62,0.18158627
-66.75,48.62,0.06745445
-66.25,48.62,0.18119696
-65.75,48.62,0.18434411
-65.25,48.62,0.29377782
-64.75,48.62,0.31788534
-64.25,48.62,0.5411089
-58.25,48.62,0.3007505
-57.25,48.62,0.19778812
-56.25,48.62,0.20459251
-55.75,48.62,0.10125689
-55.25,48.62,0.26477876
-54.75,48.62,0.21456315
-54.25,48.62,0.27813378
-91.25,48.12,1.0746656E-4
-90.75,48.12,1.424981E-4
-90.25,48.12,1.68022E-4
-89.75,48.12,3.0047903E-4
-89.25,48.12,7.76604E-4
-85.75,48.12,0.0018637702
-85.25,48.12,0.0010484427
-84.75,48.12,4.8329466E-4
-84.25,48.12,7.678106E-4
-83.75,48.12,1.970644E-4
-83.25,48.12,1.8694845E-4
-82.75,48.12,1.8622258E-4
-82.25,48.12,2.0046765E-4
-81.75,48.12,4.3474993E-4
-81.25,48.12,4.9921847E-4
-80.75,48.12,4.501231E-4
-80.25,48.12,2.1301405E-4
-79.75,48.12,0.002079662
-79.25,48.12,0.0040145563
-78.75,48.12,0.0035607934
-78.25,48.12,0.016501578
-77.25,48.12,0.0024404905
-76.75,48.12,0.0011898818
-76.25,48.12,0.0021085986
-75.75,48.12,7.3892536E-4
-75.25,48.12,7.544401E-4
-74.75,48.12,9.386344E-4
-74.25,48.12,0.0019863255
-73.75,48.12,4.1801383E-4
-73.25,48.12,0.0012395433
-72.75,48.12,5.6769024E-4
-71.75,48.12,0.0012984835
-71.25,48.12,0.0015018253
-70.75,48.12,0.0010164696
-70.25,48.12,0.0014480293
-68.75,48.12,0.35783944
-68.25,48.12,0.24515758
-67.25,48.12,0.08857765
-66.75,48.12,0.062403332
-66.25,48.12,0.25154042
-65.75,48.12,0.14404698
-65.25,48.12,0.2544609
-58.75,48.12,0.16897869
-58.25,48.12,0.015508905
-57.75,48.12,0.05211763
-56.75,48.12,0.16975085
-56.25,48.12,0.021241179
-55.25,48.12,0.012307339
-54.25,48.12,0.023445029
-92.75,47.62,4.0254544E-4
-92.25,47.62,6.870234E-4
-91.25,47.62,0.0019233687
-90.75,47.62,8.400183E-4
-84.75,47.62,0.05317627
-84.25,47.62,0.01640071
-83.75,47.62,0.0011519652
-83.25,47.62,0.0019152618
-82.75,47.62,3.9868482E-4
-82.25,47.62,0.002129799
-81.75,47.62,3.3773002E-4
-81.25,47.62,0.0020324392
-80.75,47.62,0.0027631002
-80.25,47.62,0.0027473527
-79.75,47.62,0.0013006532
-79.25,47.62,0.014613025
-78.75,47.62,0.008000709
-78.25,47.62,0.002046049
-77.75,47.62,6.488996E-4
-77.25,47.62,2.5941132E-4
-76.75,47.62,8.074147E-4
-76.25,47.62,9.7134797E-4
-75.25,47.62,9.914078E-4
-74.75,47.62,2.302074E-4
-74.25,47.62,5.296788E-4
-73.75,47.62,0.0011707599
-73.25,47.62,0.0014012902
-72.75,47.62,0.0011193206
-72.25,47.62,3.351456E-4
-71.75,47.62,0.007532206
-71.25,47.62,0.026744137
-70.75,47.62,0.017470231
-70.25,47.62,0.48698813
-69.25,47.62,0.3551688
-67.75,47.62,0.045761198
-67.25,47.62,0.009569642
-66.75,47.62,0.06427013
-66.25,47.62,0.100225314
-65.75,47.62,0.24824433
-65.25,47.62,0.6369698
-64.75,47.62,0.7297893
-58.75,47.62,0.032529812
-56.75,47.62,0.007196141
-56.25,47.62,0.027861238
-55.75,47.62,0.008384154
-54.75,47.62,0.007819178
-54.25,47.62,0.015854513
-52.75,47.62,0.22875309
-94.75,47.12,2.8663568E-5
-93.75,47.12,1.2691264E-5
-93.25,47.12,1.4579042E-5
-92.75,47.12,7.8301324E-5
-92.25,47.12,0.0044024712
-91.75,47.12,0.00854344
-88.75,47.12,7.9204445E-4
-84.25,47.12,0.003883894
-83.75,47.12,0.0051193233
-83.25,47.12,0.0026768618
-82.25,47.12,0.0023467026
-81.75,47.12,0.0021210143
-81.25,47.12,0.012705618
-80.75,47.12,0.011958425
-80.25,47.12,0.0062041017
-79.75,47.12,0.006827965
-79.25,47.12,0.0016086277
-77.75,47.12,2.573368E-4
-77.25,47.12,6.826572E-4
-76.75,47.12,4.5299757E-4
-76.25,47.12,4.068901E-4
-75.75,47.12,9.628512E-5
-74.75,47.12,1.3674416E-4
-74.25,47.12,4.4772704E-4
-73.25,47.12,9.943644E-4
-72.75,47.12,8.441385E-4
-72.25,47.12,0.001968849
-71.75,47.12,0.0045766914
-71.25,47.12,0.008930854
-70.75,47.12,0.48048156
-70.25,47.12,0.32219636
-69.75,47.12,0.0756975
-69.25,47.12,0.10063264
-68.75,47.12,0.021964327
-68.25,47.12,0.037599187
-67.75,47.12,0.05945529
-67.25,47.12,0.007271754
-66.75,47.12,0.03278203
-66.25,47.12,0.26511037
-65.75,47.12,0.018488714
-65.25,47.12,0.3370245
-55.25,47.12,0.011131765
-53.75,47.12,0.012504075
-53.25,47.12,0.0623611
-95.25,46.62,2.3571598E-5
-94.75,46.62,1.0747974E-5
-94.25,46.62,1.2812452E-5
-93.75,46.62,8.912576E-6
-93.25,46.62,6.2274144E-6
-92.75,46.62,4.6059977E-5
-92.25,46.62,0.0026331753
-91.75,46.62,0.003907876
-91.25,46.62,6.2891596E-4
-90.75,46.62,7.00083E-5
-90.25,46.62,6.531664E-4
-89.75,46.62,8.004302E-5
-89.25,46.62,6.936012E-5
-88.75,46.62,9.143672E-5
-88.25,46.62,5.248782E-4
-87.75,46.62,0.0068912795
-87.25,46.62,0.002068119
-85.75,46.62,0.33214098
-85.25,46.62,0.6435871
-84.25,46.62,0.01362554
-83.75,46.62,0.005234279
-83.25,46.62,0.011887706
-82.75,46.62,0.008470865
-82.25,46.62,0.009448276
-81.75,46.62,0.0010062255
-81.25,46.62,0.007655504
-80.75,46.62,0.040704954
-80.25,46.62,0.008890401
-79.75,46.62,0.0042600217
-79.25,46.62,0.0074569774
-78.75,46.62,0.0021638887
-77.75,46.62,0.0023813623
-77.25,46.62,0.0010950073
-76.75,46.62,0.0023778824
-76.25,46.62,0.003373727
-75.75,46.62,7.6412776E-4
-75.25,46.62,9.1743095E-5
-74.75,46.62,2.565468E-4
-74.25,46.62,5.124396E-4
-73.75,46.62,1.8977326E-4
-73.25,46.62,9.5186237E-4
-72.75,46.62,0.004408535
-72.25,46.62,0.0013642081
-71.75,46.62,0.054334525
-71.25,46.62,0.12544502
-70.75,46.62,0.03738855
-70.25,46.62,0.064962
-69.75,46.62,0.058317408
-69.25,46.62,0.081209116
-68.75,46.62,0.011659242
-68.25,46.62,0.030010948
-67.75,46.62,0.023716992
-67.25,46.62,0.011447323
-66.75,46.62,0.0014045686
-66.25,46.62,0.0034022327
-65.75,46.62,0.02180426
-65.25,46.62,0.07083433
-64.75,46.62,0.60962534
-63.75,46.62,0.54238755
-60.75,46.62,0.60139817
-95.75,46.12,2.3483348E-5
-95.25,46.12,1.5589607E-5
-94.75,46.12,7.957612E-6
-94.25,46.12,1.1329502E-5
-93.75,46.12,8.9505165E-6
-93.25,46.12,9.010828E-6
-92.75,46.12,1.83537E-5
-92.25,46.12,5.0928153E-5
-91.75,46.12,2.869986E-4
-91.25,46.12,3.9478592E-4
-90.75,46.12,6.687943E-5
-90.25,46.12,5.743052E-5
-89.75,46.12,8.994648E-5
-89.25,46.12,8.077279E-5
-88.75,46.12,7.460632E-5
-88.25,46.12,1.565766E-4
-87.75,46.12,0.013520356
-87.25,46.12,0.067898475
-86.75,46.12,0.118457794
-86.25,46.12,0.40003407
-85.75,46.12,0.21737218
-85.25,46.12,0.30383912
-84.75,46.12,0.31114048
-84.25,46.12,0.35090393
-83.75,46.12,0.006751523
-83.25,46.12,0.0067168493
-82.75,46.12,0.032119576
-82.25,46.12,0.025914848
-81.75,46.12,0.004243493
-81.25,46.12,0.01068281
-80.75,46.12,0.06838558
-80.25,46.12,0.013406086
-78.75,46.12,6.3565467E-4
-78.25,46.12,7.027888E-4
-77.75,46.12,9.1960316E-4
-77.25,46.12,9.664501E-4
-76.75,46.12,0.0010574028
-76.25,46.12,0.0011762618
-75.75,46.12,6.851693E-4
-75.25,46.12,5.9187954E-4
-74.75,46.12,0.0010485487
-74.25,46.12,0.0016031
-73.25,46.12,0.016266797
-72.75,46.12,0.046107158
-72.25,46.12,0.07366443
-71.75,46.12,0.10391545
-71.25,46.12,0.037924286
-70.75,46.12,0.02520641
-70.25,46.12,0.018899936
-69.75,46.12,0.022427276
-69.25,46.12,0.006715052
-68.75,46.12,0.003939084
-68.25,46.12,0.014381836
-67.75,46.12,0.0033333425
-67.25,46.12,0.022847107
-66.75,46.12,0.0021179966
-66.25,46.12,0.0017020288
-65.75,46.12,0.033757154
-65.25,46.12,0.21153525
-64.75,46.12,0.48866424
-63.25,46.12,0.5888315
-62.75,46.12,0.60651875
-62.25,46.12,0.745731
-60.75,46.12,0.707592
-95.25,45.62,2.0583258E-5
-94.25,45.62,1.0990981E-5
-93.75,45.62,1.068701E-5
-93.25,45.62,1.5666814E-5
-92.75,45.62,8.020639E-5
-92.25,45.62,4.5239303E-5
-91.75,45.62,1.0796965E-5
-91.25,45.62,1.9673322E-5
-90.75,45.62,6.3193875E-5
-90.25,45.62,4.2508378E-5
-89.75,45.62,6.753074E-5
-89.25,45.62,7.3439296E-5
-88.75,45.62,1.04056075E-4
-88.25,45.62,1.3906413E-4
-87.75,45.62,0.0023859055
-87.25,45.62,0.3262699
-86.75,45.62,0.4166247
-82.25,45.62,0.38531706
-81.75,45.62,0.35879996
-80.25,45.62,0.043117646
-79.75,45.62,0.0028634695
-79.25,45.62,0.0028105758
-78.75,45.62,0.00470771
-77.75,45.62,9.1136E-4
-77.25,45.62,8.8319654E-4
-76.75,45.62,0.0019111307
-76.25,45.62,2.2623129E-4
-75.75,45.62,0.0027810256
-75.25,45.62,0.0057040527
-74.75,45.62,0.032266226
-74.25,45.62,0.15559013
-73.75,45.62,0.045352254
-73.25,45.62,0.11008695
-72.75,45.62,0.05656601
-72.25,45.62,0.019943316
-71.75,45.62,0.22599797
-71.25,45.62,0.11033583
-70.75,45.62,0.006998025
-70.25,45.62,0.0075209998
-69.75,45.62,0.003237525
-69.25,45.62,0.0057667852
-68.25,45.62,0.0060139922
-67.75,45.62,0.0017680293
-67.25,45.62,0.0021520855
-66.75,45.62,0.032581557
-66.25,45.62,0.08910338
-65.75,45.62,0.40539366
-65.25,45.62,0.38367665
-64.75,45.62,0.58901197
-64.25,45.62,0.55799127
-63.75,45.62,0.40339231
-63.25,45.62,0.4483101
-62.75,45.62,0.52166945
-61.25,45.62,0.7245665
-60.25,45.62,0.73046976
-95.25,45.12,7.740819E-5
-94.25,45.12,1.534013E-5
-93.75,45.12,5.3639345E-5
-93.25,45.12,7.024826E-5
-92.75,45.12,7.212346E-5
-92.25,45.12,4.6532594E-5
-91.75,45.12,3.200778E-5
-91.25,45.12,5.074314E-5
-90.75,45.12,5.7200494E-5
-90.25,45.12,1.2205215E-4
-89.75,45.12,5.133393E-5
-89.25,45.12,1.0173508E-4
-88.75,45.12,1.1147503E-4
-88.25,45.12,2.0051707E-4
-87.75,45.12,0.0019692986
-85.25,45.12,0.35419294
-84.75,45.12,0.10362335
-84.25,45.12,0.027210722
-83.75,45.12,0.021654166
-83.25,45.12,0.29531434
-81.25,45.12,0.13874398
-79.75,45.12,0.01149507
